"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","10762","demo","Default Suite","Wed Jan 08 16:58:39 IST 2025","passed","Wed Jan 08 16:58:49 IST 2025","com.testingAcademy.Demo","WebAutomation","com.testingAcademy.Demo","demo"
